Object ID,Entry Time (EST),Exit Time (EST),Time Taken (s),Speed (m/s),Speed (mph)
294,2025-11-15 00:01:02,2025-11-15 00:01:03,1.49,12.16,27.21
299,2025-11-15 00:01:04,2025-11-15 00:01:06,2.14,8.49,18.99
302,2025-11-15 00:01:07,2025-11-15 00:01:09,1.66,10.94,24.48
306,2025-11-15 00:01:11,2025-11-15 00:01:13,1.77,10.27,22.98
312,2025-11-15 00:01:15,2025-11-15 00:01:17,1.75,10.41,23.28
316,2025-11-15 00:01:20,2025-11-15 00:01:21,1.33,13.68,30.6
322,2025-11-15 00:01:25,2025-11-15 00:01:26,1.33,13.68,30.59
325,2025-11-15 00:01:28,2025-11-15 00:01:29,1.14,15.88,35.52
327,2025-11-15 00:01:31,2025-11-15 00:01:32,1.22,14.88,33.29
334,2025-11-15 00:01:37,2025-11-15 00:01:38,1.4,13.02,29.12
340,2025-11-15 00:01:41,2025-11-15 00:01:42,1.0,18.12,40.53
343,2025-11-15 00:01:45,2025-11-15 00:01:45,0.7,26.01,58.18
346,2025-11-15 00:01:49,2025-11-15 00:01:50,1.44,12.66,28.32
348,2025-11-15 00:01:52,2025-11-15 00:01:53,1.15,15.82,35.39
64,2025-11-15 00:37:27,2025-11-15 00:37:29,2.3,7.92,17.72
70,2025-11-15 00:37:30,2025-11-15 00:37:32,1.84,9.9,22.15
76,2025-11-15 00:37:33,2025-11-15 00:37:34,0.86,21.15,47.31
91,2025-11-15 00:37:37,2025-11-15 00:37:39,1.49,12.21,27.31
96,2025-11-15 00:37:41,2025-11-15 00:37:42,1.39,13.12,29.34
100,2025-11-15 00:37:43,2025-11-15 00:37:44,0.7,26.12,58.43
99,2025-11-15 00:37:43,2025-11-15 00:37:46,2.9,6.26,14.0
107,2025-11-15 00:37:47,2025-11-15 00:37:48,1.11,16.44,36.77
108,2025-11-15 00:37:49,2025-11-15 00:37:50,1.03,17.66,39.51
110,2025-11-15 00:37:51,2025-11-15 00:37:52,1.03,17.57,39.31
117,2025-11-15 00:37:57,2025-11-15 00:37:57,0.42,42.82,95.79
126,2025-11-15 00:38:12,2025-11-15 00:38:20,8.38,2.17,4.85
157,2025-11-15 00:38:29,2025-11-15 00:38:32,2.76,6.59,14.75
172,2025-11-15 00:38:34,2025-11-15 00:38:37,2.29,7.95,17.78
209,2025-11-15 00:38:54,2025-11-15 00:38:57,2.53,7.2,16.1
287,2025-11-15 00:39:27,2025-11-15 00:39:29,1.77,10.28,22.99
288,2025-11-15 00:39:29,2025-11-15 00:39:31,1.61,11.29,25.25
294,2025-11-15 00:39:33,2025-11-15 00:39:34,0.92,19.8,44.28
299,2025-11-15 00:39:34,2025-11-15 00:39:35,1.38,13.16,29.45
302,2025-11-15 00:39:36,2025-11-15 00:39:37,1.09,16.74,37.46
306,2025-11-15 00:39:39,2025-11-15 00:39:40,1.15,15.83,35.4
312,2025-11-15 00:39:42,2025-11-15 00:39:43,1.09,16.63,37.21
316,2025-11-15 00:39:45,2025-11-15 00:39:46,0.86,21.06,47.12
322,2025-11-15 00:39:48,2025-11-15 00:39:49,0.87,20.78,46.49
325,2025-11-15 00:39:50,2025-11-15 00:39:51,0.75,24.24,54.21
327,2025-11-15 00:39:52,2025-11-15 00:39:53,0.8,22.64,50.65
334,2025-11-15 00:39:56,2025-11-15 00:39:57,0.92,19.81,44.32
340,2025-11-15 00:39:58,2025-11-15 00:39:59,0.64,28.31,63.32
343,2025-11-15 00:40:01,2025-11-15 00:40:01,0.47,38.93,87.08
346,2025-11-15 00:40:04,2025-11-15 00:40:04,0.93,19.54,43.72
348,2025-11-15 00:40:06,2025-11-15 00:40:07,0.7,25.99,58.13
16,2025-11-15 10:30:23,2025-11-15 10:30:24,1.14,15.89,35.54
19,2025-11-15 10:30:26,2025-11-15 10:30:27,1.08,16.84,37.66
24,2025-11-15 10:30:28,2025-11-15 10:30:28,0.74,24.56,54.93
30,2025-11-15 10:30:31,2025-11-15 10:30:32,0.82,22.28,49.83
35,2025-11-15 10:30:41,2025-11-15 10:30:44,3.7,4.91,10.98
42,2025-11-15 10:30:47,2025-11-15 10:30:48,0.81,22.37,50.03
44,2025-11-15 10:30:50,2025-11-15 10:30:51,0.82,22.27,49.82
45,2025-11-15 10:30:53,2025-11-15 10:30:53,0.75,24.33,54.42
62,2025-11-15 10:31:08,2025-11-15 10:31:12,3.7,4.91,10.98
69,2025-11-15 10:31:13,2025-11-15 10:31:16,2.7,6.74,15.07
78,2025-11-15 10:31:17,2025-11-15 10:31:20,2.49,7.3,16.32
156,2025-11-15 10:32:17,2025-11-15 10:32:19,1.34,13.56,30.32
159,2025-11-15 10:32:21,2025-11-15 10:32:22,1.6,11.36,25.41
160,2025-11-15 10:32:24,2025-11-15 10:32:26,1.47,12.36,27.64
162,2025-11-15 10:32:26,2025-11-15 10:32:27,1.29,14.15,31.64
164,2025-11-15 10:32:28,2025-11-15 10:32:29,1.28,14.19,31.74
168,2025-11-15 10:32:30,2025-11-15 10:32:31,1.29,14.08,31.5
182,2025-11-15 10:32:39,2025-11-15 10:32:40,0.68,26.65,59.61
61,2025-11-15 10:34:16,2025-11-15 10:34:18,1.42,11.36,25.41
59,2025-11-15 10:34:16,2025-11-15 10:34:19,3.78,4.28,9.57
70,2025-11-15 10:34:21,2025-11-15 10:34:22,1.21,13.35,29.86
71,2025-11-15 10:34:23,2025-11-15 10:34:24,1.34,12.04,26.93
76,2025-11-15 10:34:25,2025-11-15 10:34:26,0.67,24.31,54.38
80,2025-11-15 10:34:27,2025-11-15 10:34:29,2.16,7.49,16.75
208,2025-11-15 10:36:11,2025-11-15 10:36:13,1.48,10.91,24.4
214,2025-11-15 10:36:18,2025-11-15 10:36:19,0.82,19.68,44.03
217,2025-11-15 10:36:20,2025-11-15 10:36:21,1.04,15.55,34.78
221,2025-11-15 10:36:22,2025-11-15 10:36:23,1.02,15.94,35.65
226,2025-11-15 10:36:24,2025-11-15 10:36:25,1.24,13.04,29.18
225,2025-11-15 10:36:26,2025-11-15 10:36:28,1.27,12.78,28.58
230,2025-11-15 10:36:28,2025-11-15 10:36:30,1.09,14.91,33.36
232,2025-11-15 10:36:30,2025-11-15 10:36:31,1.16,13.91,31.11
239,2025-11-15 10:36:35,2025-11-15 10:36:36,0.87,18.64,41.69
242,2025-11-15 10:36:37,2025-11-15 10:36:38,1.21,13.36,29.88
246,2025-11-15 10:36:39,2025-11-15 10:36:40,0.67,24.19,54.11
23,2025-11-15 10:37:14,2025-11-15 10:37:16,2.36,7.7,17.23
25,2025-11-15 10:37:15,2025-11-15 10:37:17,2.49,7.3,16.33
32,2025-11-15 10:37:18,2025-11-15 10:37:20,1.61,11.26,25.19
36,2025-11-15 10:37:21,2025-11-15 10:37:23,2.26,8.05,18.0
104,2025-11-15 10:38:12,2025-11-15 10:38:14,1.77,10.26,22.96
109,2025-11-15 10:38:15,2025-11-15 10:38:16,0.81,22.49,50.31
112,2025-11-15 10:38:17,2025-11-15 10:38:19,1.48,12.25,27.41
117,2025-11-15 10:38:19,2025-11-15 10:38:21,1.35,13.48,30.15
119,2025-11-15 10:38:21,2025-11-15 10:38:22,1.44,12.65,28.3
123,2025-11-15 10:38:24,2025-11-15 10:38:25,1.08,16.87,37.74
127,2025-11-15 10:38:26,2025-11-15 10:38:27,0.74,24.53,54.86
129,2025-11-15 10:38:28,2025-11-15 10:38:29,1.22,14.96,33.46
130,2025-11-15 10:38:30,2025-11-15 10:38:31,1.15,15.86,35.48
133,2025-11-15 10:38:33,2025-11-15 10:38:34,1.21,14.98,33.52
150,2025-11-15 10:38:41,2025-11-15 10:38:42,0.74,24.42,54.64
157,2025-11-15 10:38:47,2025-11-15 10:38:48,0.95,19.18,42.9
215,2025-11-15 10:39:16,2025-11-15 10:39:19,2.35,7.75,17.33
290,2025-11-15 10:40:11,2025-11-15 10:40:13,1.48,12.25,27.4
293,2025-11-15 10:40:14,2025-11-15 10:40:15,1.42,12.83,28.71
297,2025-11-15 10:40:16,2025-11-15 10:40:17,1.28,14.18,31.71
300,2025-11-15 10:40:18,2025-11-15 10:40:19,1.35,13.51,30.23
303,2025-11-15 10:40:20,2025-11-15 10:40:22,1.28,14.24,31.85
305,2025-11-15 10:40:23,2025-11-15 10:40:24,0.87,20.86,46.66
307,2025-11-15 10:40:25,2025-11-15 10:40:28,2.97,6.12,13.69
328,2025-11-15 10:40:40,2025-11-15 10:40:40,0.67,27.16,60.75
332,2025-11-15 10:40:46,2025-11-15 10:40:47,0.67,27.08,60.58
333,2025-11-15 10:40:47,2025-11-15 10:40:48,0.81,22.39,50.08
336,2025-11-15 10:40:50,2025-11-15 10:40:50,0.81,22.53,50.39
393,2025-11-15 10:41:48,2025-11-15 10:41:49,1.75,10.42,23.3
394,2025-11-15 10:41:51,2025-11-15 10:41:52,1.49,12.24,27.38
395,2025-11-15 10:41:53,2025-11-15 10:41:55,1.28,14.19,31.74
397,2025-11-15 10:41:56,2025-11-15 10:41:58,1.48,12.25,27.41
404,2025-11-15 10:42:02,2025-11-15 10:42:04,1.35,13.48,30.16
407,2025-11-15 10:42:04,2025-11-15 10:42:06,1.15,15.86,35.48
458,2025-11-15 10:42:51,2025-11-15 10:42:51,0.67,27.14,60.7
455,2025-11-15 10:42:47,2025-11-15 10:42:58,11.1,1.64,3.66
467,2025-11-15 10:42:56,2025-11-15 10:42:59,2.43,7.48,16.74
488,2025-11-15 10:43:05,2025-11-15 10:43:06,1.42,12.79,28.61
594,2025-11-15 10:44:13,2025-11-15 10:44:15,1.42,12.81,28.66
602,2025-11-15 10:44:16,2025-11-15 10:44:17,0.67,27.22,60.9
605,2025-11-15 10:44:19,2025-11-15 10:44:19,0.75,24.39,54.57
613,2025-11-15 10:44:22,2025-11-15 10:44:23,0.67,26.94,60.26
615,2025-11-15 10:44:24,2025-11-15 10:44:25,0.81,22.41,50.12
642,2025-11-15 10:44:35,2025-11-15 10:44:36,1.55,11.71,26.2
713,2025-11-15 10:45:23,2025-11-15 10:45:25,2.03,8.97,20.06
718,2025-11-15 10:45:25,2025-11-15 10:45:27,2.03,8.96,20.04
721,2025-11-15 10:45:27,2025-11-15 10:45:29,1.69,10.78,24.11
764,2025-11-15 10:46:13,2025-11-15 10:46:14,1.48,12.26,27.42
768,2025-11-15 10:46:15,2025-11-15 10:46:17,2.07,8.77,19.61
770,2025-11-15 10:46:18,2025-11-15 10:46:19,1.28,14.19,31.75
773,2025-11-15 10:46:21,2025-11-15 10:46:22,0.75,24.34,54.45
775,2025-11-15 10:46:23,2025-11-15 10:46:24,0.68,26.88,60.13
780,2025-11-15 10:46:28,2025-11-15 10:46:29,0.95,19.22,42.99
789,2025-11-15 10:46:32,2025-11-15 10:46:33,0.94,19.25,43.06
796,2025-11-15 10:46:39,2025-11-15 10:46:39,0.81,22.41,50.13
838,2025-11-15 10:47:12,2025-11-15 10:47:15,2.76,6.59,14.73
867,2025-11-15 10:47:27,2025-11-15 10:47:29,1.62,11.26,25.18
886,2025-11-15 10:47:36,2025-11-15 10:47:37,1.75,10.37,23.19
962,2025-11-15 10:48:16,2025-11-15 10:48:17,1.34,13.52,30.24
965,2025-11-15 10:48:18,2025-11-15 10:48:19,0.74,24.42,54.63
967,2025-11-15 10:48:19,2025-11-15 10:48:20,1.17,15.54,34.76
977,2025-11-15 10:48:26,2025-11-15 10:48:30,4.47,4.06,9.09
980,2025-11-15 10:48:32,2025-11-15 10:48:34,2.64,6.87,15.38
991,2025-11-15 10:48:35,2025-11-15 10:48:36,0.81,22.36,50.01
1029,2025-11-15 10:49:12,2025-11-15 10:49:13,1.14,15.89,35.54
1102,2025-11-15 10:50:09,2025-11-15 10:50:11,1.41,12.9,28.86
1109,2025-11-15 10:50:13,2025-11-15 10:50:14,0.81,22.47,50.26
1111,2025-11-15 10:50:14,2025-11-15 10:50:15,1.28,14.16,31.67
1113,2025-11-15 10:50:16,2025-11-15 10:50:17,1.2,15.14,33.86
1117,2025-11-15 10:50:18,2025-11-15 10:50:19,0.74,24.61,55.06
1121,2025-11-15 10:50:20,2025-11-15 10:50:21,0.61,29.91,66.91
1124,2025-11-15 10:50:22,2025-11-15 10:50:23,0.54,33.64,75.25
1137,2025-11-15 10:50:27,2025-11-15 10:50:28,0.94,19.3,43.18
1146,2025-11-15 10:50:38,2025-11-15 10:50:39,0.88,20.68,46.27
1147,2025-11-15 10:50:42,2025-11-15 10:50:43,1.14,15.95,35.68
1151,2025-11-15 10:50:49,2025-11-15 10:50:50,0.75,24.3,54.36
1199,2025-11-15 10:51:18,2025-11-15 10:51:21,2.81,6.46,14.45
1217,2025-11-15 10:51:28,2025-11-15 10:51:30,1.62,11.25,25.17
1218,2025-11-15 10:51:30,2025-11-15 10:51:32,1.48,12.29,27.5
1276,2025-11-15 10:52:13,2025-11-15 10:52:14,1.01,17.98,40.22
1279,2025-11-15 10:52:15,2025-11-15 10:52:16,1.01,18.0,40.27
1280,2025-11-15 10:52:17,2025-11-15 10:52:18,1.55,11.71,26.19
1281,2025-11-15 10:52:20,2025-11-15 10:52:21,1.08,16.83,37.66
1283,2025-11-15 10:52:22,2025-11-15 10:52:23,0.67,27.0,60.4
1287,2025-11-15 10:52:24,2025-11-15 10:52:29,4.94,3.68,8.24
1304,2025-11-15 10:52:36,2025-11-15 10:52:38,2.47,7.36,16.46
1311,2025-11-15 10:52:40,2025-11-15 10:52:41,0.88,20.75,46.41
1314,2025-11-15 10:52:44,2025-11-15 10:52:45,1.08,16.86,37.71
1320,2025-11-15 10:52:47,2025-11-15 10:52:47,0.67,27.04,60.48
1402,2025-11-15 10:54:08,2025-11-15 10:54:10,1.83,9.93,22.21
1401,2025-11-15 10:54:07,2025-11-15 10:54:12,4.26,4.27,9.55
1420,2025-11-15 10:54:14,2025-11-15 10:54:16,1.22,14.96,33.46
1424,2025-11-15 10:54:17,2025-11-15 10:54:22,5.4,3.37,7.53
1491,2025-11-15 10:54:58,2025-11-15 10:55:01,2.74,6.63,14.82
1506,2025-11-15 10:55:06,2025-11-15 10:55:08,1.79,10.14,22.68
1507,2025-11-15 10:55:07,2025-11-15 10:55:09,2.23,8.16,18.25
1508,2025-11-15 10:55:10,2025-11-15 10:55:12,2.23,8.15,18.23
12,2025-11-15 10:56:10,2025-11-15 10:56:11,1.36,13.33,29.82
13,2025-11-15 10:56:13,2025-11-15 10:56:13,0.94,19.3,43.18
23,2025-11-15 10:56:22,2025-11-15 10:56:23,1.14,15.89,35.56
25,2025-11-15 10:56:25,2025-11-15 10:56:26,0.94,19.3,43.17
30,2025-11-15 10:56:34,2025-11-15 10:56:35,0.81,22.52,50.38
34,2025-11-15 10:56:40,2025-11-15 10:56:44,3.76,4.84,10.83
43,2025-11-15 10:56:50,2025-11-15 10:56:51,0.87,20.81,46.54
55,2025-11-15 10:57:04,2025-11-15 10:57:06,2.03,8.97,20.06
107,2025-11-15 10:57:59,2025-11-15 10:58:00,0.75,24.35,54.46
110,2025-11-15 10:58:01,2025-11-15 10:58:02,1.19,15.22,34.04
117,2025-11-15 10:58:07,2025-11-15 10:58:08,0.74,24.57,54.97
121,2025-11-15 10:58:09,2025-11-15 10:58:10,1.0,18.13,40.56
128,2025-11-15 10:58:11,2025-11-15 10:58:12,0.82,22.31,49.9
135,2025-11-15 10:58:16,2025-11-15 10:58:16,0.6,30.11,67.36
131,2025-11-15 10:58:13,2025-11-15 10:58:18,4.92,3.69,8.26
137,2025-11-15 10:58:18,2025-11-15 10:58:20,1.99,9.12,20.41
153,2025-11-15 10:58:31,2025-11-15 10:58:32,0.82,22.27,49.81
152,2025-11-15 10:58:31,2025-11-15 10:58:35,3.49,5.21,11.67
157,2025-11-15 10:58:36,2025-11-15 10:58:37,0.61,29.91,66.91
160,2025-11-15 10:58:37,2025-11-15 10:58:38,0.6,30.22,67.61
156,2025-11-15 10:58:36,2025-11-15 10:58:41,4.85,3.75,8.38
166,2025-11-15 10:58:46,2025-11-15 10:58:47,1.03,17.59,39.36
250,2025-11-15 11:00:14,2025-11-15 11:00:15,0.88,20.75,46.41
252,2025-11-15 11:00:16,2025-11-15 11:00:18,1.35,13.49,30.19
253,2025-11-15 11:00:18,2025-11-15 11:00:19,0.88,20.6,46.09
257,2025-11-15 11:00:20,2025-11-15 11:00:21,0.8,22.62,50.6
258,2025-11-15 11:00:22,2025-11-15 11:00:23,0.86,21.05,47.08
261,2025-11-15 11:00:25,2025-11-15 11:00:26,0.81,22.55,50.44
262,2025-11-15 11:00:27,2025-11-15 11:00:29,2.22,8.18,18.3
276,2025-11-15 11:00:37,2025-11-15 11:00:37,0.54,33.52,74.98
2,2025-11-15 11:04:27,2025-11-15 11:04:28,0.75,24.4,54.58
13,2025-11-15 11:25:23,2025-11-15 11:25:27,4.58,3.97,8.87
56,2025-11-15 11:26:02,2025-11-15 11:26:03,1.08,16.87,37.73
64,2025-11-15 11:26:10,2025-11-15 11:26:13,3.01,6.04,13.51
74,2025-11-15 11:26:15,2025-11-15 11:26:16,0.94,19.34,43.25
85,2025-11-15 11:26:20,2025-11-15 11:26:24,3.51,5.17,11.57
